make_model,make,model,generation,year_from,year_to,series,trim,body_type,load_height_mm,number_of_seats,length_mm,width_mm,height_mm,wheelbase_mm,front_track_mm,rear_track_mm,curb_weight_kg,wheel_size_r14,ground_clearance_mm,trailer_load_with_brakes_kg,payload_kg,back_track_width_mm,front_track_width_mm,clearance_mm,full_weight_kg,front_rear_axle_load_kg,max_trunk_capacity_l,cargo_compartment_length_width_height_mm,cargo_volume_m3,minimum_trunk_capacity_l,maximum_torque_n_m,injection_type,overhead_camshaft,cylinder_layout,number_of_cylinders,compression_ratio,engine_type,valves_per_cylinder,boost_type,cylinder_bore_mm,stroke_cycle_mm,engine_placement,cylinder_bore_and_stroke_cycle_mm,turnover_of_maximum_torque_rpm,max_power_kw,presence_of_intercooler,capacity_cm3,engine_hp,engine_hp_rpm,drive_wheels,bore_stroke_ratio,number_of_gears,turning_circle_m,transmission,mixed_fuel_consumption_per_100_km_l,range_km,emission_standards,fuel_tank_capacity_l,acceleration_0_100_km/h_s,max_speed_km_per_h,city_fuel_per_100km_l,CO2_emissions_g/km,fuel_grade,highway_fuel_per_100km_l,back_suspension,rear_brakes,front_brakes,front_suspension,steering_type,car_class,country_of_origin,number_of_doors,safety_assessment,rating_name,battery_capacity_KW_per_h,electric_range_km,charging_time_h,male,female,unknown,total
hummer h2,hummer,h2,1 generation,2002,2009,suv,6.2 at,crossover,,6,5170,2063,2012,3118,1763,1763,3000,,250,,,,,,3901,,2452,,,1132,417,multi-point fuel injection,,v-type,8,,gasoline,2,,103,92,,,4300,,,6162,398,5700,all wheel drive (awd),,6,13.5,automatic,20,530|710,euro iv,121,7.8,180,23,,92,17,"multi wishbone, trailing arms, stabilizer bar",ventilated disc,ventilated disc,"independent, torsion, double wishbone, stabilizer bar",,,,,,,,,,114,17,5,136
hummer h2,hummer,h2,1 generation,2002,2009,suv,6.2 at,crossover,,6,5170,2063,2012,3118,1763,1763,3000,,250,,901,,,,3901,,2452,,,1132,565,multi-point fuel injection,,v-type,8,,gasoline,2,,103,92,,,4300,,,6162,409,5700,all wheel drive (awd),,6,13.5,automatic,,,euro iv,121,,,,,92,,"multi wishbone, trailing arms, stabilizer bar",ventilated disc,ventilated disc,"independent, torsion, double wishbone, stabilizer bar",,,,,,,,,,114,17,5,136
hummer h3,hummer,h3,1 generation,2005,2010,pickup double cabin,3.7 at 4wd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327,99,58,484
hummer h3,hummer,h3,1 generation,2005,2010,pickup double cabin,3.7 mt 4wd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327,99,58,484
hummer h3,hummer,h3,1 generation,2005,2010,pickup double cabin,5.3 at 4wd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327,99,58,484
hummer h3,hummer,h3,1 generation,2005,2010,suv,3.5 at,crossover,,5,4782,1989,1872,2842,1651,1660,2130,,230,,,,,,2655,,1577,,,837,305,multi-point fuel injection,,inline,5,,gasoline,4,,93,102,,,2800,,,3464,223,5600,all wheel drive (awd),,4,,automatic,,,,87,9.3,156,,,95,,"dependent, spring",disc,ventilated disc,"independent, torsion",,,,,,,,,,327,99,58,484
hummer h3,hummer,h3,1 generation,2005,2010,suv,3.5 mt,crossover,,5,4740,1900,1895,2845,1650,1660,2130,,230,,,,,,2655,,1575,,,835,305,multi-point fuel injection,,inline,5,,gasoline,4,,93,102,,,2800,,,3464,223,5600,all wheel drive (awd),,5,,manual,,590|740,,87,10,180,14.7,,95,11.8,spring,disc,ventilated disc,torsion,,,,,,,,,,327,99,58,484
hummer h3,hummer,h3,1 generation,2005,2010,suv,3.7 at,crossover,,5,4782,1989,1893,2841,1651,1664,2231,,216,,,,,,2660,,,,,,328,multi-point fuel injection,,inline,5,,gasoline,4,,,,,,4600,,,3653,245,5600,all wheel drive (awd),,4,,automatic,,590|740,,87,9.8,,14.7,,95,11.8,"dependent, spring",ventilated disc,ventilated disc,"independent, torsion, double wishbone",,,,,,,,,,327,99,58,484
hummer h3,hummer,h3,1 generation,2005,2010,suv,3.7 mt,crossover,,5,4782,1989,1893,2841,1651,1664,2231,,216,,,,,,2660,,1577,,,1577,328,multi-point fuel injection,,inline,6,,gasoline,4,,,,,,4600,,,3653,245,5600,all wheel drive (awd),,5,,manual,,780|930,,87,9.8,,11.2,,95,9.4,"dependent, axle",disc,ventilated disc,"independent, multi wishbone",,,,,,,,,,327,99,58,484
hummer h3,hummer,h3,1 generation,2005,2010,suv,5.3 at,crossover,,5,4742,1897,1893,2842,1651,1664,2206,,216,,,,,,2728,,,,,,434,multi-point fuel injection,,v-type,8,,gasoline,2,,96,92,,,4000,,,5327,300,5200,all wheel drive (awd),,4,,automatic,,480,,87,8.9,160,18.1,,95,,"dependent, axle, spring",disc,ventilated disc,"independent, torsion",,,,,,,,,,327,99,58,484
hummer h3,hummer,h3,1 generation,2005,2010,x suv 5-doors,3.7 at,crossover,,5,4813,2159,1859,2842,1651,1664,,,216,,,,,,,,,,,,328,multi-point fuel injection,,inline,5,,gasoline,4,,,,,,4600,,,3653,245,5600,all wheel drive (awd),,4,,automatic,,,,87,,,,,95,,"dependent, axle",ventilated disc,ventilated disc,"independent, multi wishbone",,,,,,,,,,327,99,58,484
hummer h3,hummer,h3,1 generation,2005,2010,x suv 5-doors,3.7 mt,crossover,,5,4813,2159,1859,2842,1651,1664,,,216,,,,,,,,,,,,328,multi-point fuel injection,,inline,5,,gasoline,4,,,,,,4600,,,3653,245,5600,all wheel drive (awd),,5,,manual,,,,87,,,,,95,,"dependent, axle",ventilated disc,ventilated disc,"independent, multi wishbone",,,,,,,,,,327,99,58,484
